Marque;Modèle;Année;Puissance;Énergie;Boîte;Finition;Cote_Reference;Km_Reference;Decote_par_Km;Volume_Annonces;Qualite_Cote
BMW;SERIE 5;2025;394;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;79900;6170;-0.05;3;C
BMW;SERIE 5;2025;489;HYBRIDE;AUTOMATIQUE;M SPORT;106490;7167;-0.05;4;C
BMW;SERIE 5;2025;601;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;81900;7171;-0.05;4;C
BMW;SERIE 6;2006;258;ESSENCE;AUTOMATIQUE;STANDARD;16490;173996;-0.02;6;C
BMW;SERIE 6;2008;367;ESSENCE;AUTOMATIQUE;STANDARD;13000;146717;-0.02;3;C
BMW;SERIE 6;2011;313;DIESEL;AUTOMATIQUE;STANDARD;23500;91541;-0.05;3;C
BMW;SERIE 6;2012;313;DIESEL;AUTOMATIQUE;STANDARD;23490;146439;-0.05;4;C
BMW;SERIE 6;2012;407;ESSENCE;AUTOMATIQUE;STANDARD;27990;113833;-0.05;3;C
BMW;SERIE 6;2013;313;DIESEL;AUTOMATIQUE;M SPORT;20990;158319;-0.05;5;C
BMW;SERIE 6;2013;313;DIESEL;AUTOMATIQUE;STANDARD;20990;156927;-0.05;6;C
BMW;SERIE 6;2014;313;DIESEL;AUTOMATIQUE;M SPORT;22990;147573;-0.05;3;C
BMW;SERIE 6;2015;313;DIESEL;AUTOMATIQUE;M SPORT;28490;156125;-0.05;4;C
BMW;SERIE 6;2015;313;DIESEL;AUTOMATIQUE;STANDARD;24495;146790;-0.05;4;C
BMW;SERIE 6;2016;313;DIESEL;AUTOMATIQUE;M SPORT;28990;126137;-0.05;3;C
BMW;SERIE 6;2018;69;ESSENCE;MANUELLE;LOUNGE;8990;74943;-0.005;5;C
BMW;SERIE 6;2018;69;ESSENCE;MANUELLE;STANDARD;7990;79566;-0.05;3;C
BMW;SERIE 6;2019;69;ESSENCE;MANUELLE;LOUNGE;8990;74239;-0.01425;8;C
BMW;SERIE 6;2019;69;ESSENCE;MANUELLE;STANDARD;9490;71640;-0.03362;6;C
BMW;SERIE 6;2019;265;DIESEL;AUTOMATIQUE;STANDARD;35900;106628;-0.05;3;C
BMW;SERIE 7;2009;0;ESSENCE;AUTOMATIQUE;STANDARD;14900;174166;-0.02;3;C
BMW;SERIE 7;2011;245;DIESEL;AUTOMATIQUE;STANDARD;17500;251000;-0.05;3;C
BMW;SERIE 7;2011;465;HYBRIDE;AUTOMATIQUE;STANDARD;24990;111500;-0.05;3;C
BMW;SERIE 7;2015;258;DIESEL;AUTOMATIQUE;STANDARD;23490;174877;-0.05;4;C
BMW;SERIE 7;2016;400;DIESEL;AUTOMATIQUE;STANDARD;28990;158966;-0.05;3;C
BMW;SERIE 7;2018;265;DIESEL;AUTOMATIQUE;STANDARD;32490;107975;-0.05;4;C
BMW;SERIE 7;2019;69;ESSENCE;MANUELLE;LOUNGE;9490;55343;-0.05;3;C
BMW;SERIE 7;2021;394;HYBRIDE;AUTOMATIQUE;M SPORT;53950;71845;-0.05;4;C
BMW;SERIE 7;2025;489;HYBRIDE;AUTOMATIQUE;M SPORT;120450;9413;-0.05;4;C
BMW;X;2009;0;DIESEL;AUTOMATIQUE;STANDARD;12500;212666;-0.02;3;C
BMW;X1;2010;136;ESSENCE;AUTOMATIQUE;STANDARD;13980;147965;-0.02;3;C
BMW;X1;2010;143;DIESEL;MANUELLE;STANDARD;9900;177305;-0.02;4;C
BMW;X1;2010;177;DIESEL;AUTOMATIQUE;STANDARD;10550;187041;-0.02;14;B
BMW;X1;2010;177;DIESEL;MANUELLE;STANDARD;7900;187521;-0.005;13;B
BMW;X1;2011;143;DIESEL;AUTOMATIQUE;STANDARD;8990;223687;-0.00771;9;C
BMW;X1;2011;143;DIESEL;MANUELLE;STANDARD;7800;219200;-0.02058;13;B
BMW;X1;2011;150;ESSENCE;MANUELLE;STANDARD;9990;129338;-0.05;4;C
BMW;X1;2012;143;DIESEL;AUTOMATIQUE;M SPORT;14990;130026;-0.05;3;C
BMW;X1;2012;143;DIESEL;AUTOMATIQUE;STANDARD;10245;189613;-0.03914;8;C
BMW;X1;2012;143;DIESEL;MANUELLE;STANDARD;10200;186542;-0.03108;15;B
BMW;X1;2012;150;ESSENCE;MANUELLE;STANDARD;10500;130973;-0.05;3;C
BMW;X1;2012;177;DIESEL;AUTOMATIQUE;STANDARD;11995;187962;-0.05;4;C
BMW;X1;2013;143;DIESEL;AUTOMATIQUE;STANDARD;11495;183835;-0.03315;6;C
BMW;X1;2013;143;DIESEL;MANUELLE;STANDARD;8990;214937;-0.02249;9;C
BMW;X1;2013;143;DIESEL;MANUELLE;XLINE;11490;169190;-0.05;4;C
BMW;X1;2013;184;DIESEL;AUTOMATIQUE;STANDARD;12490;182533;-0.05;3;C
BMW;X1;2014;143;DIESEL;AUTOMATIQUE;LOUNGE;11300;172662;-0.03858;5;C
BMW;X1;2014;143;DIESEL;AUTOMATIQUE;M SPORT;16695;134810;-0.05;4;C
BMW;X1;2014;143;DIESEL;MANUELLE;LOUNGE;10245;197750;-0.05;4;C
BMW;X1;2014;143;DIESEL;MANUELLE;STANDARD;9990;170776;-0.04318;11;B
BMW;X1;2015;150;DIESEL;AUTOMATIQUE;STANDARD;11900;177305;-0.05;7;C
BMW;X1;2015;150;DIESEL;AUTOMATIQUE;XLINE;15500;161833;-0.05;3;C
BMW;X1;2015;150;DIESEL;MANUELLE;XLINE;13990;188652;-0.05;3;C
BMW;X1;2016;150;DIESEL;AUTOMATIQUE;LOUNGE;15840;149363;-0.05;4;C
BMW;X1;2016;150;DIESEL;AUTOMATIQUE;M SPORT;17999;158840;-0.08;7;C
BMW;X1;2016;150;DIESEL;AUTOMATIQUE;STANDARD;16800;147992;-0.06348;9;C
BMW;X1;2016;150;DIESEL;AUTOMATIQUE;XLINE;15990;159521;-0.05172;8;C
BMW;X1;2016;150;DIESEL;MANUELLE;STANDARD;15095;136583;-0.05;4;C
BMW;X1;2016;150;DIESEL;MANUELLE;XLINE;14844;160657;-0.05;4;C
BMW;X1;2016;190;DIESEL;AUTOMATIQUE;XLINE;16990;169830;-0.05;3;C
BMW;X1;2016;192;ESSENCE;AUTOMATIQUE;M SPORT;20240;105450;-0.05;4;C
BMW;X1;2016;192;ESSENCE;AUTOMATIQUE;STANDARD;22000;103907;-0.05;3;C
BMW;X1;2016;231;DIESEL;AUTOMATIQUE;LOUNGE;16390;158333;-0.05;3;C
BMW;X1;2017;116;DIESEL;MANUELLE;STANDARD;15490;134679;-0.05;4;C
BMW;X1;2017;140;ESSENCE;AUTOMATIQUE;M SPORT;19990;88300;-0.05;3;C
BMW;X1;2017;140;ESSENCE;AUTOMATIQUE;XLINE;20990;123416;-0.05;3;C
BMW;X1;2017;140;ESSENCE;MANUELLE;STANDARD;15900;124233;-0.05;3;C
BMW;X1;2017;150;DIESEL;AUTOMATIQUE;LOUNGE;16990;122125;-0.08;6;C
BMW;X1;2017;150;DIESEL;AUTOMATIQUE;M SPORT;21995;125506;-0.06015;14;B
BMW;X1;2017;150;DIESEL;AUTOMATIQUE;STANDARD;16995;131913;-0.06018;10;C
BMW;X1;2017;150;DIESEL;AUTOMATIQUE;XLINE;16990;142280;-0.06137;5;C
BMW;X1;2017;150;DIESEL;MANUELLE;LOUNGE;17994;87117;-0.05;4;C
BMW;X1;2017;150;DIESEL;MANUELLE;STANDARD;15745;140480;-0.01702;12;B
BMW;X1;2017;190;DIESEL;AUTOMATIQUE;M SPORT;19494;155764;-0.07573;6;C
BMW;X1;2017;190;DIESEL;AUTOMATIQUE;XLINE;17995;134670;-0.05;4;C
BMW;X1;2017;192;ESSENCE;AUTOMATIQUE;M SPORT;23990;101038;-0.05;3;C
BMW;X1;2017;231;DIESEL;AUTOMATIQUE;M SPORT;18900;154118;-0.05;3;C
BMW;X1;2018;116;DIESEL;MANUELLE;DESIGN;17735;120137;-0.05;4;C
BMW;X1;2018;140;ESSENCE;AUTOMATIQUE;M SPORT;21490;104375;-0.01744;5;C
BMW;X1;2018;140;ESSENCE;AUTOMATIQUE;STANDARD;20990;115499;-0.05;3;C
BMW;X1;2018;140;ESSENCE;AUTOMATIQUE;XLINE;19989;101176;-0.08;5;C
BMW;X1;2018;140;ESSENCE;MANUELLE;XLINE;17240;107007;-0.05;4;C
BMW;X1;2018;150;DIESEL;AUTOMATIQUE;M SPORT;19395;140574;-0.08;12;B
BMW;X1;2018;150;DIESEL;AUTOMATIQUE;STANDARD;19240;139543;-0.07591;12;B
BMW;X1;2018;150;DIESEL;AUTOMATIQUE;XLINE;23490;93536;-0.06043;5;C
BMW;X1;2018;150;DIESEL;MANUELLE;XLINE;18194;130012;-0.05;4;C
BMW;X1;2018;190;DIESEL;AUTOMATIQUE;M SPORT;23290;125709;-0.08;6;C
BMW;X1;2018;192;ESSENCE;AUTOMATIQUE;M SPORT;26900;71006;-0.05;3;C
BMW;X1;2018;192;ESSENCE;AUTOMATIQUE;XLINE;23245;78237;-0.05;4;C
BMW;X1;2019;116;DIESEL;MANUELLE;XLINE;19900;108599;-0.05;3;C
BMW;X1;2019;140;ESSENCE;AUTOMATIQUE;LOUNGE;19990;93903;-0.05;3;C
BMW;X1;2019;140;ESSENCE;AUTOMATIQUE;M SPORT;20994;113175;-0.05;4;C
BMW;X1;2019;140;ESSENCE;AUTOMATIQUE;STANDARD;21990;85880;-0.04;5;C
BMW;X1;2019;140;ESSENCE;AUTOMATIQUE;XLINE;22945;85000;-0.06054;8;C
BMW;X1;2019;140;ESSENCE;MANUELLE;STANDARD;21894;87075;-0.05;4;C
BMW;X1;2019;140;ESSENCE;MANUELLE;XLINE;20489;63538;-0.05;3;C
BMW;X1;2019;150;DIESEL;AUTOMATIQUE;DESIGN;22740;100015;-0.05;4;C
BMW;X1;2019;150;DIESEL;AUTOMATIQUE;M SPORT;22999;120075;-0.05164;7;C
BMW;X1;2019;150;DIESEL;AUTOMATIQUE;STANDARD;21340;118685;-0.05371;6;C
BMW;X1;2019;150;DIESEL;AUTOMATIQUE;XLINE;23735;106843;-0.05563;10;C
BMW;X1;2019;150;DIESEL;MANUELLE;DESIGN;19900;103157;-0.05;4;C
BMW;X1;2019;190;DIESEL;AUTOMATIQUE;XLINE;23500;103838;-0.05;3;C
BMW;X1;2019;192;ESSENCE;AUTOMATIQUE;M SPORT;29495;64533;-0.05;3;C
BMW;X1;2020;116;DIESEL;AUTOMATIQUE;DESIGN;20999;98404;-0.04908;7;C
BMW;X1;2020;116;DIESEL;AUTOMATIQUE;M SPORT;24990;86200;-0.05;4;C
BMW;X1;2020;116;DIESEL;AUTOMATIQUE;STANDARD;23490;87182;-0.0232;6;C
BMW;X1;2020;116;DIESEL;AUTOMATIQUE;XLINE;24990;64434;-0.08;7;C
BMW;X1;2020;116;DIESEL;MANUELLE;DESIGN;18990;107863;-0.05;3;C
BMW;X1;2020;140;ESSENCE;AUTOMATIQUE;M SPORT;25985;71051;-0.08;6;C
BMW;X1;2020;140;ESSENCE;AUTOMATIQUE;STANDARD;23340;72392;-0.05;4;C
BMW;X1;2020;150;DIESEL;AUTOMATIQUE;DESIGN;19490;116547;-0.05;3;C
BMW;X1;2020;150;DIESEL;AUTOMATIQUE;XLINE;24990;111865;-0.05;4;C
BMW;X1;2020;190;DIESEL;AUTOMATIQUE;M SPORT;31740;76893;-0.05;4;C
BMW;X1;2020;220;HYBRIDE;AUTOMATIQUE;DESIGN;21000;80649;-0.05;3;C
BMW;X1;2020;220;HYBRIDE;AUTOMATIQUE;M SPORT;26737;81325;-0.05;4;C
BMW;X1;2020;220;HYBRIDE;AUTOMATIQUE;XLINE;24735;69348;-0.05;4;C
BMW;X1;2021;116;DIESEL;AUTOMATIQUE;DESIGN;23240;83135;-0.05039;8;C
BMW;X1;2021;116;DIESEL;AUTOMATIQUE;LOUNGE;21745;88636;-0.05;4;C
BMW;X1;2021;116;DIESEL;AUTOMATIQUE;M SPORT;26995;94163;-0.0379;6;C
BMW;X1;2021;116;DIESEL;AUTOMATIQUE;STANDARD;22990;67773;-0.05;3;C
BMW;X1;2021;116;DIESEL;MANUELLE;STANDARD;21990;77216;-0.05;3;C
BMW;X1;2021;136;ESSENCE;AUTOMATIQUE;DESIGN;24990;63386;-0.05;4;C
BMW;X1;2021;136;ESSENCE;AUTOMATIQUE;M SPORT;29970;39527;-0.05;3;C
BMW;X1;2021;136;ESSENCE;AUTOMATIQUE;STANDARD;23990;65900;-0.05;4;C
BMW;X1;2021;136;ESSENCE;AUTOMATIQUE;XLINE;26730;51025;-0.05;4;C
BMW;X1;2021;150;DIESEL;AUTOMATIQUE;DESIGN;22990;101811;-0.06687;5;C
BMW;X1;2021;150;DIESEL;AUTOMATIQUE;M SPORT;31599;72751;-0.05;3;C
BMW;X1;2021;150;DIESEL;AUTOMATIQUE;XLINE;27945;82212;-0.05;4;C
BMW;X1;2021;220;HYBRIDE;AUTOMATIQUE;DESIGN;23485;70138;-0.15;6;C
BMW;X1;2021;220;HYBRIDE;AUTOMATIQUE;M SPORT;27970;69799;-0.03998;6;C
BMW;X1;2021;220;HYBRIDE;AUTOMATIQUE;STANDARD;24990;75742;-0.08334;5;C
BMW;X1;2021;220;HYBRIDE;AUTOMATIQUE;XLINE;25990;78478;-0.10726;9;C
BMW;X1;2022;116;DIESEL;AUTOMATIQUE;DESIGN;22444;94702;-0.08892;6;C
BMW;X1;2022;136;ESSENCE;AUTOMATIQUE;M SPORT;37092;54367;-0.13543;13;B
BMW;X1;2022;136;ESSENCE;AUTOMATIQUE;XLINE;29294;61529;-0.05;4;C
BMW;X1;2022;150;DIESEL;AUTOMATIQUE;DESIGN;25244;106508;-0.05;4;C
BMW;X1;2022;150;DIESEL;AUTOMATIQUE;M SPORT;37892;70414;-0.15;16;B
BMW;X1;2022;150;DIESEL;AUTOMATIQUE;STANDARD;33999;57056;-0.05;3;C
BMW;X1;2022;150;DIESEL;AUTOMATIQUE;XLINE;31840;49060;-0.05;4;C
BMW;X1;2022;220;HYBRIDE;AUTOMATIQUE;DESIGN;25990;75262;-0.11493;5;C
BMW;X1;2022;220;HYBRIDE;AUTOMATIQUE;M SPORT;28490;79716;-0.08005;8;C
BMW;X1;2022;220;HYBRIDE;AUTOMATIQUE;STANDARD;24990;91300;-0.05;3;C
BMW;X1;2022;220;HYBRIDE;AUTOMATIQUE;XLINE;29980;54786;-0.1268;7;C
BMW;X1;2023;136;ESSENCE;AUTOMATIQUE;M SPORT;37990;40596;-0.03511;19;B
BMW;X1;2023;136;ESSENCE;AUTOMATIQUE;STANDARD;33900;47704;-0.05;3;C
BMW;X1;2023;136;ESSENCE;AUTOMATIQUE;XLINE;37900;40190;-0.13676;5;C
BMW;X1;2023;150;DIESEL;AUTOMATIQUE;DESIGN;32490;102546;-0.11077;7;C
BMW;X1;2023;150;DIESEL;AUTOMATIQUE;M SPORT;40862;57466;-0.15;16;B
BMW;X1;2023;150;DIESEL;AUTOMATIQUE;STANDARD;34990;83915;-0.05;3;C
BMW;X1;2023;170;HYBRIDE;AUTOMATIQUE;M SPORT;42890;37740;-0.05;3;C
BMW;X1;2023;211;DIESEL;AUTOMATIQUE;M SPORT;46990;45880;-0.05;4;C
BMW;X1;2023;218;ESSENCE;AUTOMATIQUE;M SPORT;40990;56187;-0.05;3;C
BMW;X1;2023;245;HYBRIDE;AUTOMATIQUE;M SPORT;44685;49918;-0.15;24;B
BMW;X1;2023;245;HYBRIDE;AUTOMATIQUE;STANDARD;41490;45443;-0.05;4;C
BMW;X1;2023;245;HYBRIDE;AUTOMATIQUE;XLINE;43900;35586;-0.11641;9;C
BMW;X1;2023;313;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;40840;31376;-0.13483;16;B
BMW;X1;2023;313;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;34990;30237;-0.05;3;C
BMW;X1;2023;313;ÉLECTRIQUE;AUTOMATIQUE;XLINE;36439;44022;-0.03441;8;C
BMW;X1;2023;326;HYBRIDE;AUTOMATIQUE;M SPORT;49990;42504;-0.15;9;C
BMW;X1;2024;136;ESSENCE;AUTOMATIQUE;DESIGN;40200;16273;-0.075;13;B
BMW;X1;2024;136;ESSENCE;AUTOMATIQUE;M SPORT;40740;14614;-0.075;10;C
BMW;X1;2024;150;DIESEL;AUTOMATIQUE;M SPORT;42430;51044;-0.05;4;C
BMW;X1;2024;170;ESSENCE;AUTOMATIQUE;M SPORT;40240;45400;-0.1083;8;C
BMW;X1;2024;170;HYBRIDE;AUTOMATIQUE;M SPORT;43399;27029;-0.05;4;C
BMW;X1;2024;204;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;39799;21624;-0.05;3;C
BMW;X1;2024;245;HYBRIDE;AUTOMATIQUE;M SPORT;52895;16797;-0.075;20;B
BMW;X1;2024;245;HYBRIDE;AUTOMATIQUE;XLINE;48980;8353;-0.05;3;C
BMW;X1;2024;313;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;43500;14441;-0.15;5;C
BMW;X1;2024;326;HYBRIDE;AUTOMATIQUE;M SPORT;60990;12011;-0.15;7;C
BMW;X1;2025;136;ESSENCE;AUTOMATIQUE;M SPORT;48137;8748;-0.075;10;C
BMW;X1;2025;150;DIESEL;AUTOMATIQUE;M SPORT;47945;4887;-0.05;4;C
BMW;X1;2025;163;DIESEL;AUTOMATIQUE;M SPORT;48990;13947;-0.00542;15;B
BMW;X1;2025;170;ESSENCE;AUTOMATIQUE;M SPORT;45740;19301;-0.05;4;C
BMW;X1;2025;170;HYBRIDE;AUTOMATIQUE;M SPORT;46990;17026;-0.04452;16;B
BMW;X1;2025;204;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;50900;8558;-0.15;21;B
BMW;X1;2025;204;ÉLECTRIQUE;AUTOMATIQUE;XLINE;47075;6943;-0.05;4;C
BMW;X1;2025;245;HYBRIDE;AUTOMATIQUE;M SPORT;49999;15236;-0.15;157;A
BMW;X1;2025;245;HYBRIDE;AUTOMATIQUE;XLINE;54068;6865;-0.05;4;C
BMW;X1;2025;326;HYBRIDE;AUTOMATIQUE;M SPORT;59900;6150;-0.05;4;C
BMW;X2;2018;140;ESSENCE;AUTOMATIQUE;M SPORT;22745;86526;-0.0575;22;B
BMW;X2;2018;150;DIESEL;AUTOMATIQUE;M SPORT;24499;100253;-0.08;11;B
BMW;X2;2018;190;DIESEL;AUTOMATIQUE;M SPORT;23999;113097;-0.06421;27;B
BMW;X2;2018;190;DIESEL;AUTOMATIQUE;STANDARD;21744;131516;-0.03473;6;C
BMW;X2;2018;192;ESSENCE;AUTOMATIQUE;M SPORT;22990;91719;-0.04465;5;C
BMW;X2;2019;116;DIESEL;AUTOMATIQUE;LOUNGE;23290;62711;-0.05;3;C
BMW;X2;2019;116;DIESEL;AUTOMATIQUE;M SPORT;19990;115105;-0.05;3;C
BMW;X2;2019;140;ESSENCE;AUTOMATIQUE;DESIGN;21988;79151;-0.04769;5;C
BMW;X2;2019;140;ESSENCE;AUTOMATIQUE;LOUNGE;23942;59722;-0.08;6;C
BMW;X2;2019;140;ESSENCE;AUTOMATIQUE;M SPORT;21870;102795;-0.05022;16;B
BMW;X2;2019;140;ESSENCE;AUTOMATIQUE;STANDARD;21499;108500;-0.05;3;C
BMW;X2;2019;140;ESSENCE;MANUELLE;M SPORT;22990;76059;-0.05;3;C
BMW;X2;2019;140;ESSENCE;MANUELLE;STANDARD;21460;55902;-0.05;3;C
BMW;X2;2019;150;DIESEL;AUTOMATIQUE;DESIGN;19699;137833;-0.05;4;C
BMW;X2;2019;150;DIESEL;AUTOMATIQUE;LOUNGE;23990;86970;-0.08;5;C
BMW;X2;2019;150;DIESEL;AUTOMATIQUE;M SPORT;24490;109758;-0.02067;19;B
BMW;X2;2019;150;DIESEL;AUTOMATIQUE;STANDARD;23450;103312;-0.04128;10;C
BMW;X2;2019;150;DIESEL;MANUELLE;LOUNGE;17990;77666;-0.05;3;C
BMW;X2;2019;190;DIESEL;AUTOMATIQUE;M SPORT;27790;89902;-0.08;11;B
BMW;X2;2019;192;ESSENCE;AUTOMATIQUE;M SPORT;26490;79561;-0.06268;6;C
BMW;X2;2019;513;ESSENCE;AUTOMATIQUE;STANDARD;29990;99553;-0.04606;11;B
BMW;X2;2020;136;ESSENCE;AUTOMATIQUE;M SPORT;25735;58933;-0.04089;8;C
BMW;X2;2020;136;ESSENCE;MANUELLE;STANDARD;21990;63216;-0.05;3;C
BMW;X2;2020;150;DIESEL;AUTOMATIQUE;DESIGN;25999;68618;-0.05;3;C
BMW;X2;2020;150;DIESEL;AUTOMATIQUE;M SPORT;23845;94431;-0.07464;8;C
BMW;X2;2020;150;DIESEL;AUTOMATIQUE;STANDARD;25900;95409;-0.02243;5;C
BMW;X2;2020;190;DIESEL;AUTOMATIQUE;M SPORT;26990;102798;-0.08;7;C
BMW;X2;2020;192;ESSENCE;AUTOMATIQUE;M SPORT;25980;81663;-0.05;3;C
BMW;X2;2020;220;HYBRIDE;AUTOMATIQUE;LOUNGE;22980;71533;-0.05;3;C
BMW;X2;2020;220;HYBRIDE;AUTOMATIQUE;M SPORT;25190;62051;-0.005;6;C
BMW;X2;2021;136;ESSENCE;AUTOMATIQUE;LOUNGE;23900;81314;-0.05;3;C
BMW;X2;2021;136;ESSENCE;AUTOMATIQUE;M SPORT;29440;43897;-0.05;4;C
BMW;X2;2021;136;ESSENCE;AUTOMATIQUE;STANDARD;24980;55830;-0.05;3;C
BMW;X2;2021;150;DIESEL;AUTOMATIQUE;DESIGN;25500;87189;-0.05;3;C
BMW;X2;2021;150;DIESEL;AUTOMATIQUE;M SPORT;26990;97053;-0.03775;6;C
BMW;X2;2021;150;DIESEL;AUTOMATIQUE;STANDARD;25990;63317;-0.075;5;C
BMW;X2;2021;190;DIESEL;AUTOMATIQUE;M SPORT;31440;71405;-0.05;4;C
BMW;X2;2021;220;HYBRIDE;AUTOMATIQUE;M SPORT;27400;60053;-0.08755;28;B
BMW;X2;2021;220;HYBRIDE;AUTOMATIQUE;STANDARD;25490;54333;-0.05;3;C
BMW;X2;2022;136;ESSENCE;AUTOMATIQUE;M SPORT;30240;36600;-0.06814;14;B
BMW;X2;2022;136;ESSENCE;MANUELLE;STANDARD;23340;47644;-0.05;4;C
BMW;X2;2022;150;DIESEL;AUTOMATIQUE;M SPORT;29487;86534;-0.11617;12;B
BMW;X2;2022;220;HYBRIDE;AUTOMATIQUE;M SPORT;31845;47080;-0.05483;12;B
BMW;X2;2022;220;HYBRIDE;AUTOMATIQUE;STANDARD;31500;36984;-0.05;3;C
BMW;X2;2023;136;ESSENCE;AUTOMATIQUE;DESIGN;25990;38740;-0.03935;16;B
BMW;X2;2023;136;ESSENCE;AUTOMATIQUE;LOUNGE;28240;22719;-0.05;4;C
BMW;X2;2023;136;ESSENCE;AUTOMATIQUE;M SPORT;28990;49136;-0.01893;5;C
BMW;X2;2023;136;ESSENCE;AUTOMATIQUE;STANDARD;26590;28701;-0.07243;5;C
BMW;X2;2023;136;ESSENCE;MANUELLE;DESIGN;25990;29148;-0.075;5;C
BMW;X2;2023;136;ESSENCE;MANUELLE;LOUNGE;22990;34185;-0.05;4;C
BMW;X2;2023;220;HYBRIDE;AUTOMATIQUE;M SPORT;35999;27994;-0.15;9;C
BMW;X2;2024;150;DIESEL;AUTOMATIQUE;M SPORT;47940;19023;-0.05;4;C
BMW;X2;2024;163;DIESEL;AUTOMATIQUE;M SPORT;49945;18635;-0.15;10;C
BMW;X2;2024;170;ESSENCE;AUTOMATIQUE;M SPORT;43603;22262;-0.12878;20;B
BMW;X2;2024;170;ESSENCE;AUTOMATIQUE;STANDARD;46000;20548;-0.05;3;C
BMW;X2;2024;170;HYBRIDE;AUTOMATIQUE;M SPORT;43490;19450;-0.12027;7;C
BMW;X2;2024;204;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;37580;27221;-0.075;6;C
BMW;X2;2024;313;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;44890;21487;-0.15;7;C
BMW;X2;2025;150;DIESEL;AUTOMATIQUE;M SPORT;47290;16928;-0.15;12;B
BMW;X2;2025;150;DIESEL;AUTOMATIQUE;STANDARD;49990;7276;-0.05;3;C
BMW;X2;2025;163;DIESEL;AUTOMATIQUE;M SPORT;57890;6382;-0.05188;10;C
BMW;X2;2025;170;ESSENCE;AUTOMATIQUE;M SPORT;45240;16850;-0.15;22;B
BMW;X2;2025;170;HYBRIDE;AUTOMATIQUE;M SPORT;45499;17023;-0.15;55;A
BMW;X2;2025;204;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;46500;6941;-0.15;29;B
BMW;X3;2005;150;DIESEL;MANUELLE;STANDARD;4500;296428;-0.02;7;C
BMW;X3;2006;150;DIESEL;AUTOMATIQUE;STANDARD;5000;290006;-0.02;3;C
BMW;X3;2007;140;DIESEL;AUTOMATIQUE;STANDARD;8100;253071;-0.02;6;C
BMW;X3;2007;140;DIESEL;MANUELLE;STANDARD;2500;226756;-0.02;3;C
BMW;X3;2009;177;DIESEL;MANUELLE;STANDARD;7490;192517;-0.02;3;C
BMW;X3;2010;177;DIESEL;AUTOMATIQUE;STANDARD;9950;229250;-0.02;4;C
BMW;X3;2011;184;DIESEL;AUTOMATIQUE;STANDARD;11600;198779;-0.03317;11;B
BMW;X3;2011;184;DIESEL;MANUELLE;STANDARD;9990;216098;-0.025;6;C
BMW;X3;2011;258;ESSENCE;AUTOMATIQUE;STANDARD;14500;190960;-0.0412;5;C
BMW;X3;2012;184;DIESEL;AUTOMATIQUE;M SPORT;12495;237850;-0.05;4;C
BMW;X3;2012;184;DIESEL;AUTOMATIQUE;STANDARD;13990;175126;-0.00527;15;B
BMW;X3;2012;184;DIESEL;MANUELLE;STANDARD;11970;161451;-0.05;3;C
BMW;X3;2012;258;DIESEL;AUTOMATIQUE;STANDARD;13900;231000;-0.05;3;C
BMW;X3;2013;184;DIESEL;AUTOMATIQUE;M SPORT;17990;178000;-0.05;3;C
BMW;X3;2013;184;DIESEL;AUTOMATIQUE;STANDARD;12990;211613;-0.05;11;B
BMW;X3;2013;258;DIESEL;AUTOMATIQUE;STANDARD;9490;243678;-0.05;3;C
BMW;X3;2014;184;DIESEL;AUTOMATIQUE;STANDARD;17000;179166;-0.05;6;C
BMW;X3;2014;184;DIESEL;MANUELLE;STANDARD;13500;182200;-0.05;3;C
BMW;X3;2015;190;DIESEL;AUTOMATIQUE;STANDARD;19300;177495;-0.02822;7;C
BMW;X3;2016;150;DIESEL;AUTOMATIQUE;LOUNGE;16740;162825;-0.05;4;C
BMW;X3;2016;150;DIESEL;AUTOMATIQUE;STANDARD;22000;153400;-0.05;3;C
BMW;X3;2017;190;DIESEL;AUTOMATIQUE;M SPORT;24945;129178;-0.08;10;C
BMW;X3;2017;190;DIESEL;AUTOMATIQUE;STANDARD;19494;135832;-0.05;4;C
BMW;X3;2018;184;ESSENCE;AUTOMATIQUE;STANDARD;34990;86351;-0.08;5;C
BMW;X3;2018;190;DIESEL;AUTOMATIQUE;M SPORT;28500;132211;-0.08;11;B
BMW;X3;2018;190;DIESEL;AUTOMATIQUE;STANDARD;28490;123013;-0.05031;11;B
BMW;X3;2018;190;DIESEL;AUTOMATIQUE;XLINE;24900;179038;-0.03939;5;C
BMW;X3;2018;265;DIESEL;AUTOMATIQUE;STANDARD;32900;130297;-0.05;3;C
BMW;X3;2019;190;DIESEL;AUTOMATIQUE;DESIGN;26450;118554;-0.05;4;C
BMW;X3;2019;190;DIESEL;AUTOMATIQUE;M SPORT;32500;116420;-0.06179;15;B
BMW;X3;2019;190;DIESEL;AUTOMATIQUE;STANDARD;29500;136210;-0.08;9;C
BMW;X3;2019;190;DIESEL;AUTOMATIQUE;XLINE;29494;108405;-0.08;6;C
