Marque;Modèle;Année;Puissance;Énergie;Boîte;Finition;Cote_Reference;Km_Reference;Decote_par_Km;Volume_Annonces;Qualite_Cote
BMW;SERIE 3;2019;190;DIESEL;AUTOMATIQUE;M SPORT;29395;117761;-0.08;22;B
BMW;SERIE 3;2019;190;DIESEL;AUTOMATIQUE;STANDARD;24000;122645;-0.05611;20;B
BMW;SERIE 3;2019;258;ESSENCE;AUTOMATIQUE;M SPORT;33490;96108;-0.07781;10;C
BMW;SERIE 3;2019;258;ESSENCE;AUTOMATIQUE;STANDARD;33750;100016;-0.03861;10;C
BMW;SERIE 3;2019;265;DIESEL;AUTOMATIQUE;M SPORT;35990;82687;-0.08;5;C
BMW;SERIE 3;2019;292;HYBRIDE;AUTOMATIQUE;M SPORT;30494;94195;-0.0781;6;C
BMW;SERIE 3;2019;292;HYBRIDE;AUTOMATIQUE;STANDARD;28400;102071;-0.07216;10;C
BMW;SERIE 3;2019;374;ESSENCE;AUTOMATIQUE;STANDARD;45490;83197;-0.05;3;C
BMW;SERIE 3;2020;150;DIESEL;AUTOMATIQUE;LOUNGE;26000;84552;-0.06819;5;C
BMW;SERIE 3;2020;150;DIESEL;AUTOMATIQUE;M SPORT;28900;82755;-0.04919;5;C
BMW;SERIE 3;2020;190;DIESEL;AUTOMATIQUE;LOUNGE;25740;96023;-0.05;4;C
BMW;SERIE 3;2020;190;DIESEL;AUTOMATIQUE;M SPORT;31490;95558;-0.06497;25;B
BMW;SERIE 3;2020;190;DIESEL;AUTOMATIQUE;STANDARD;26840;94744;-0.05584;12;B
BMW;SERIE 3;2020;292;HYBRIDE;AUTOMATIQUE;DESIGN;28490;98139;-0.05;4;C
BMW;SERIE 3;2020;292;HYBRIDE;AUTOMATIQUE;M SPORT;32500;80545;-0.08;15;B
BMW;SERIE 3;2020;292;HYBRIDE;AUTOMATIQUE;STANDARD;33000;87714;-0.08;7;C
BMW;SERIE 3;2020;374;ESSENCE;AUTOMATIQUE;STANDARD;46240;76726;-0.04;10;C
BMW;SERIE 3;2021;122;DIESEL;AUTOMATIQUE;LOUNGE;23599;72441;-0.05;3;C
BMW;SERIE 3;2021;150;DIESEL;AUTOMATIQUE;DESIGN;20888;147256;-0.08292;5;C
BMW;SERIE 3;2021;184;ESSENCE;AUTOMATIQUE;M SPORT;34990;78735;-0.13235;5;C
BMW;SERIE 3;2021;184;ESSENCE;AUTOMATIQUE;STANDARD;27990;76266;-0.05;3;C
BMW;SERIE 3;2021;190;DIESEL;AUTOMATIQUE;DESIGN;22944;116424;-0.05;4;C
BMW;SERIE 3;2021;190;DIESEL;AUTOMATIQUE;LOUNGE;24990;87856;-0.08275;5;C
BMW;SERIE 3;2021;190;DIESEL;AUTOMATIQUE;M SPORT;30990;102618;-0.09744;17;B
BMW;SERIE 3;2021;190;DIESEL;AUTOMATIQUE;STANDARD;29205;101132;-0.005;12;B
BMW;SERIE 3;2021;204;HYBRIDE;AUTOMATIQUE;DESIGN;27490;64217;-0.05;3;C
BMW;SERIE 3;2021;204;HYBRIDE;AUTOMATIQUE;M SPORT;29990;68340;-0.02228;5;C
BMW;SERIE 3;2021;292;HYBRIDE;AUTOMATIQUE;LOUNGE;24890;94544;-0.05;3;C
BMW;SERIE 3;2021;292;HYBRIDE;AUTOMATIQUE;M SPORT;34950;63860;-0.05931;19;B
BMW;SERIE 3;2021;292;HYBRIDE;AUTOMATIQUE;STANDARD;29995;76615;-0.02148;12;B
BMW;SERIE 3;2021;340;DIESEL;AUTOMATIQUE;STANDARD;47800;128050;-0.05;3;C
BMW;SERIE 3;2022;150;DIESEL;AUTOMATIQUE;LOUNGE;28990;67702;-0.05;3;C
BMW;SERIE 3;2022;150;DIESEL;AUTOMATIQUE;M SPORT;34890;62162;-0.05;4;C
BMW;SERIE 3;2022;156;ESSENCE;AUTOMATIQUE;DESIGN;26939;74996;-0.05;4;C
BMW;SERIE 3;2022;156;ESSENCE;AUTOMATIQUE;M SPORT;34220;53696;-0.05;4;C
BMW;SERIE 3;2022;156;ESSENCE;AUTOMATIQUE;STANDARD;107900;43326;-0.05;3;C
BMW;SERIE 3;2022;184;ESSENCE;AUTOMATIQUE;M SPORT;33470;64463;-0.05;4;C
BMW;SERIE 3;2022;190;DIESEL;AUTOMATIQUE;DESIGN;27740;95978;-0.05;4;C
BMW;SERIE 3;2022;190;DIESEL;AUTOMATIQUE;LOUNGE;23990;127300;-0.05;3;C
BMW;SERIE 3;2022;190;DIESEL;AUTOMATIQUE;M SPORT;36990;74791;-0.02391;14;B
BMW;SERIE 3;2022;190;DIESEL;AUTOMATIQUE;STANDARD;33485;119775;-0.08471;6;C
BMW;SERIE 3;2022;204;HYBRIDE;AUTOMATIQUE;M SPORT;32990;53043;-0.10829;6;C
BMW;SERIE 3;2022;204;HYBRIDE;AUTOMATIQUE;STANDARD;31740;42637;-0.05;4;C
BMW;SERIE 3;2022;292;HYBRIDE;AUTOMATIQUE;M SPORT;37440;58857;-0.10414;26;B
BMW;SERIE 3;2022;292;HYBRIDE;AUTOMATIQUE;STANDARD;33490;78953;-0.11317;9;C
BMW;SERIE 3;2022;513;DIESEL;AUTOMATIQUE;STANDARD;54990;77194;-0.05;3;C
BMW;SERIE 3;2023;150;DIESEL;AUTOMATIQUE;DESIGN;29890;82871;-0.06394;7;C
BMW;SERIE 3;2023;150;DIESEL;AUTOMATIQUE;STANDARD;28950;101499;-0.05;3;C
BMW;SERIE 3;2023;156;ESSENCE;AUTOMATIQUE;DESIGN;29990;77593;-0.07125;7;C
BMW;SERIE 3;2023;190;DIESEL;AUTOMATIQUE;M SPORT;37999;68739;-0.10542;43;A
BMW;SERIE 3;2023;204;HYBRIDE;AUTOMATIQUE;M SPORT;39990;50812;-0.05;3;C
BMW;SERIE 3;2023;286;DIESEL;AUTOMATIQUE;M SPORT;47900;43733;-0.05;3;C
BMW;SERIE 3;2023;292;HYBRIDE;AUTOMATIQUE;M SPORT;41890;53103;-0.11621;25;B
BMW;SERIE 3;2023;292;HYBRIDE;AUTOMATIQUE;STANDARD;47990;45861;-0.05;3;C
BMW;SERIE 3;2024;156;ESSENCE;AUTOMATIQUE;M SPORT;43700;26066;-0.05;3;C
BMW;SERIE 3;2024;156;ESSENCE;AUTOMATIQUE;STANDARD;36350;15571;-0.05;3;C
BMW;SERIE 3;2024;190;DIESEL;AUTOMATIQUE;M SPORT;46490;25326;-0.075;11;B
BMW;SERIE 3;2024;204;HYBRIDE;AUTOMATIQUE;M SPORT;44499;19164;-0.05;3;C
BMW;SERIE 3;2024;292;HYBRIDE;AUTOMATIQUE;M SPORT;46990;25211;-0.07722;17;B
BMW;SERIE 3;2025;156;ESSENCE;AUTOMATIQUE;M SPORT;49199;11148;-0.05;4;C
BMW;SERIE 3;2025;292;HYBRIDE;AUTOMATIQUE;M SPORT;54795;12406;-0.15;26;B
BMW;SERIE 3;2025;292;HYBRIDE;AUTOMATIQUE;STANDARD;51930;11049;-0.05;3;C
BMW;SERIE 4;2013;184;DIESEL;AUTOMATIQUE;M SPORT;19900;175333;-0.05;3;C
BMW;SERIE 4;2014;143;DIESEL;AUTOMATIQUE;STANDARD;16999;136090;-0.05;3;C
BMW;SERIE 4;2014;184;DIESEL;AUTOMATIQUE;M SPORT;19500;150550;-0.005;9;C
BMW;SERIE 4;2014;184;DIESEL;AUTOMATIQUE;STANDARD;17690;153923;-0.05;29;B
BMW;SERIE 4;2014;184;DIESEL;MANUELLE;STANDARD;13990;137850;-0.05;5;C
BMW;SERIE 4;2014;245;ESSENCE;AUTOMATIQUE;STANDARD;20490;130866;-0.0466;11;B
BMW;SERIE 4;2014;258;DIESEL;AUTOMATIQUE;M SPORT;17990;201300;-0.05;3;C
BMW;SERIE 4;2014;258;DIESEL;AUTOMATIQUE;STANDARD;18490;156489;-0.05;8;C
BMW;SERIE 4;2014;306;ESSENCE;AUTOMATIQUE;M SPORT;29990;90508;-0.05;3;C
BMW;SERIE 4;2014;306;ESSENCE;AUTOMATIQUE;STANDARD;30490;112677;-0.05;3;C
BMW;SERIE 4;2015;184;DIESEL;AUTOMATIQUE;STANDARD;17190;150246;-0.05;11;B
BMW;SERIE 4;2015;184;ESSENCE;AUTOMATIQUE;M SPORT;29850;113738;-0.05;5;C
BMW;SERIE 4;2015;184;ESSENCE;AUTOMATIQUE;STANDARD;29900;101441;-0.05;9;C
BMW;SERIE 4;2015;190;DIESEL;AUTOMATIQUE;M SPORT;21475;128097;-0.05;4;C
BMW;SERIE 4;2015;190;DIESEL;AUTOMATIQUE;STANDARD;19495;129688;-0.05;4;C
BMW;SERIE 4;2015;258;DIESEL;AUTOMATIQUE;LOUNGE;19900;156566;-0.05;3;C
BMW;SERIE 4;2015;258;DIESEL;AUTOMATIQUE;M SPORT;20240;165834;-0.02485;12;B
BMW;SERIE 4;2015;258;DIESEL;AUTOMATIQUE;STANDARD;17495;157012;-0.05;16;B
BMW;SERIE 4;2015;258;DIESEL;MANUELLE;STANDARD;16980;150848;-0.05;7;C
BMW;SERIE 4;2015;306;ESSENCE;AUTOMATIQUE;STANDARD;22999;152377;-0.05;3;C
BMW;SERIE 4;2015;313;DIESEL;AUTOMATIQUE;M SPORT;17999;214650;-0.05;3;C
BMW;SERIE 4;2016;69;ESSENCE;MANUELLE;LOUNGE;8490;80674;-0.05;3;C
BMW;SERIE 4;2016;150;DIESEL;AUTOMATIQUE;LOUNGE;15500;148666;-0.05;3;C
BMW;SERIE 4;2016;190;DIESEL;AUTOMATIQUE;LOUNGE;18490;130334;-0.03944;6;C
BMW;SERIE 4;2016;190;DIESEL;AUTOMATIQUE;M SPORT;19745;146906;-0.07459;24;B
BMW;SERIE 4;2016;190;DIESEL;AUTOMATIQUE;STANDARD;19450;150932;-0.02871;29;B
BMW;SERIE 4;2016;190;DIESEL;MANUELLE;M SPORT;17980;128108;-0.05;3;C
BMW;SERIE 4;2016;252;ESSENCE;AUTOMATIQUE;M SPORT;27240;107276;-0.01122;6;C
BMW;SERIE 4;2016;252;ESSENCE;AUTOMATIQUE;STANDARD;21240;128838;-0.06381;10;C
BMW;SERIE 4;2016;258;DIESEL;AUTOMATIQUE;M SPORT;22490;152804;-0.03596;6;C
BMW;SERIE 4;2016;258;DIESEL;AUTOMATIQUE;STANDARD;22485;157051;-0.03637;6;C
BMW;SERIE 4;2016;326;ESSENCE;AUTOMATIQUE;M SPORT;33980;103166;-0.05;3;C
BMW;SERIE 4;2017;184;ESSENCE;AUTOMATIQUE;M SPORT;24735;93821;-0.08;10;C
BMW;SERIE 4;2017;184;ESSENCE;AUTOMATIQUE;STANDARD;22200;96000;-0.05;4;C
BMW;SERIE 4;2017;190;DIESEL;AUTOMATIQUE;LOUNGE;16990;154327;-0.05;3;C
BMW;SERIE 4;2017;190;DIESEL;AUTOMATIQUE;M SPORT;24390;129283;-0.06955;18;B
BMW;SERIE 4;2017;190;DIESEL;AUTOMATIQUE;STANDARD;20235;129391;-0.00918;14;B
BMW;SERIE 4;2017;258;DIESEL;AUTOMATIQUE;M SPORT;24990;129335;-0.06731;7;C
BMW;SERIE 4;2017;258;DIESEL;AUTOMATIQUE;STANDARD;19990;176143;-0.05;3;C
BMW;SERIE 4;2017;313;DIESEL;AUTOMATIQUE;M SPORT;24940;183500;-0.05;4;C
BMW;SERIE 4;2017;326;ESSENCE;AUTOMATIQUE;M SPORT;35990;82706;-0.05;4;C
BMW;SERIE 4;2017;360;ESSENCE;AUTOMATIQUE;M SPORT;39990;94000;-0.05;3;C
BMW;SERIE 4;2018;150;DIESEL;AUTOMATIQUE;STANDARD;18900;131870;-0.05;3;C
BMW;SERIE 4;2018;184;ESSENCE;AUTOMATIQUE;M SPORT;27945;99836;-0.06717;12;B
BMW;SERIE 4;2018;184;ESSENCE;AUTOMATIQUE;STANDARD;26945;86906;-0.08;8;C
BMW;SERIE 4;2018;190;DIESEL;AUTOMATIQUE;M SPORT;25990;109506;-0.0545;13;B
BMW;SERIE 4;2018;190;DIESEL;AUTOMATIQUE;STANDARD;20990;118219;-0.04635;14;B
BMW;SERIE 4;2018;252;ESSENCE;AUTOMATIQUE;M SPORT;28990;90885;-0.04;5;C
BMW;SERIE 4;2018;258;DIESEL;AUTOMATIQUE;M SPORT;29990;117166;-0.05;3;C
BMW;SERIE 4;2018;326;ESSENCE;AUTOMATIQUE;M SPORT;36990;82797;-0.05;3;C
BMW;SERIE 4;2019;184;ESSENCE;AUTOMATIQUE;M SPORT;30240;71845;-0.08;6;C
BMW;SERIE 4;2019;184;ESSENCE;AUTOMATIQUE;STANDARD;27640;55435;-0.05;4;C
BMW;SERIE 4;2019;190;DIESEL;AUTOMATIQUE;M SPORT;26000;100285;-0.04;7;C
BMW;SERIE 4;2019;190;DIESEL;AUTOMATIQUE;STANDARD;19990;156109;-0.04;7;C
BMW;SERIE 4;2020;184;ESSENCE;AUTOMATIQUE;M SPORT;32990;65701;-0.08;5;C
BMW;SERIE 4;2020;190;DIESEL;AUTOMATIQUE;M SPORT;29500;85667;-0.03323;11;B
BMW;SERIE 4;2021;184;ESSENCE;AUTOMATIQUE;M SPORT;38450;53414;-0.12931;8;C
BMW;SERIE 4;2021;184;ESSENCE;AUTOMATIQUE;STANDARD;38999;41309;-0.05;3;C
BMW;SERIE 4;2021;190;DIESEL;AUTOMATIQUE;M SPORT;37990;74096;-0.11023;23;B
BMW;SERIE 4;2021;190;DIESEL;AUTOMATIQUE;STANDARD;38945;77460;-0.05;4;C
BMW;SERIE 4;2021;190;HYBRIDE;AUTOMATIQUE;M SPORT;34990;107995;-0.05;3;C
BMW;SERIE 4;2021;258;ESSENCE;AUTOMATIQUE;STANDARD;35990;77000;-0.05;3;C
BMW;SERIE 4;2021;286;DIESEL;AUTOMATIQUE;M SPORT;43990;72330;-0.05;3;C
BMW;SERIE 4;2021;374;ESSENCE;AUTOMATIQUE;STANDARD;54990;43506;-0.15;5;C
BMW;SERIE 4;2022;184;ESSENCE;AUTOMATIQUE;M SPORT;38990;67153;-0.13248;19;B
BMW;SERIE 4;2022;184;ESSENCE;AUTOMATIQUE;STANDARD;56990;51326;-0.15;7;C
BMW;SERIE 4;2022;190;DIESEL;AUTOMATIQUE;DESIGN;36950;47397;-0.05;3;C
BMW;SERIE 4;2022;190;DIESEL;AUTOMATIQUE;M SPORT;38545;74097;-0.1124;86;A
BMW;SERIE 4;2022;190;DIESEL;AUTOMATIQUE;STANDARD;37200;77425;-0.05;4;C
BMW;SERIE 4;2022;190;HYBRIDE;AUTOMATIQUE;M SPORT;40990;63617;-0.12797;13;B
BMW;SERIE 4;2022;286;DIESEL;AUTOMATIQUE;M SPORT;47880;63361;-0.11824;15;B
BMW;SERIE 4;2022;286;HYBRIDE;AUTOMATIQUE;M SPORT;51299;55463;-0.05;3;C
BMW;SERIE 4;2022;374;HYBRIDE;AUTOMATIQUE;STANDARD;57499;52324;-0.05;3;C
BMW;SERIE 4;2022;513;ESSENCE;AUTOMATIQUE;STANDARD;55490;58546;-0.05;4;C
BMW;SERIE 4;2022;513;HYBRIDE;AUTOMATIQUE;STANDARD;58980;50298;-0.05;3;C
BMW;SERIE 4;2023;184;ESSENCE;AUTOMATIQUE;M SPORT;46990;52659;-0.15;12;B
BMW;SERIE 4;2023;190;DIESEL;AUTOMATIQUE;M SPORT;39985;72786;-0.10811;54;A
BMW;SERIE 4;2023;190;DIESEL;AUTOMATIQUE;STANDARD;40990;42832;-0.05;3;C
BMW;SERIE 4;2023;286;DIESEL;AUTOMATIQUE;M SPORT;49990;49737;-0.04385;7;C
BMW;SERIE 4;2023;286;HYBRIDE;AUTOMATIQUE;M SPORT;51490;42130;-0.05;3;C
BMW;SERIE 4;2024;184;ESSENCE;AUTOMATIQUE;M SPORT;50890;17016;-0.01064;13;B
BMW;SERIE 4;2024;190;DIESEL;AUTOMATIQUE;M SPORT;50900;29173;-0.15;11;B
BMW;SERIE 4;2025;184;ESSENCE;AUTOMATIQUE;M SPORT;57990;9697;-0.075;13;B
BMW;SERIE 4;2025;190;DIESEL;AUTOMATIQUE;M SPORT;52500;15481;-0.15;41;A
BMW;SERIE 4;2025;190;HYBRIDE;AUTOMATIQUE;M SPORT;57570;12834;-0.05;4;C
BMW;SERIE 5;1992;0;ESSENCE;MANUELLE;STANDARD;8500;237333;-0.02;3;C
BMW;SERIE 5;1993;150;ESSENCE;MANUELLE;STANDARD;4000;286000;-0.02;3;C
BMW;SERIE 5;1995;150;ESSENCE;AUTOMATIQUE;STANDARD;8000;261666;-0.02;3;C
BMW;SERIE 5;1996;192;ESSENCE;AUTOMATIQUE;STANDARD;7700;222500;-0.005;6;C
BMW;SERIE 5;1996;192;ESSENCE;MANUELLE;STANDARD;5990;209156;-0.005;5;C
BMW;SERIE 5;1997;286;ESSENCE;AUTOMATIQUE;STANDARD;6500;222114;-0.02;7;C
BMW;SERIE 5;1997;286;ESSENCE;MANUELLE;STANDARD;4800;281014;-0.01;9;C
BMW;SERIE 5;2000;0;ESSENCE;MANUELLE;STANDARD;6100;200125;-0.02;4;C
BMW;SERIE 5;2001;0;DIESEL;AUTOMATIQUE;STANDARD;4000;395375;-0.02;3;C
BMW;SERIE 5;2001;0;ESSENCE;AUTOMATIQUE;STANDARD;8990;181500;-0.02;3;C
BMW;SERIE 5;2003;170;ESSENCE;AUTOMATIQUE;STANDARD;13745;162333;-0.02;6;C
BMW;SERIE 5;2003;170;ESSENCE;MANUELLE;STANDARD;6500;164566;-0.02;3;C
BMW;SERIE 5;2004;218;DIESEL;AUTOMATIQUE;STANDARD;8000;282414;-0.02;7;C
BMW;SERIE 5;2004;218;DIESEL;MANUELLE;STANDARD;7250;238250;-0.02;4;C
BMW;SERIE 5;2004;333;ESSENCE;MANUELLE;STANDARD;6750;188000;-0.02;4;C
BMW;SERIE 5;2005;231;DIESEL;AUTOMATIQUE;STANDARD;8500;242500;-0.02;13;B
BMW;SERIE 5;2005;231;DIESEL;MANUELLE;STANDARD;5990;282333;-0.02;3;C
BMW;SERIE 5;2006;272;DIESEL;AUTOMATIQUE;STANDARD;9990;264941;-0.00805;7;C
BMW;SERIE 5;2006;272;DIESEL;MANUELLE;STANDARD;6000;293686;-0.02;3;C
BMW;SERIE 5;2007;231;DIESEL;AUTOMATIQUE;M SPORT;9500;284992;-0.02;5;C
BMW;SERIE 5;2007;231;DIESEL;AUTOMATIQUE;STANDARD;12500;232812;-0.02;8;C
BMW;SERIE 5;2007;231;DIESEL;MANUELLE;STANDARD;7700;276333;-0.02;3;C
BMW;SERIE 5;2008;0;ESSENCE;AUTOMATIQUE;STANDARD;10990;152733;-0.02;3;C
BMW;SERIE 5;2008;235;DIESEL;AUTOMATIQUE;M SPORT;11250;288000;-0.02;4;C
BMW;SERIE 5;2008;235;DIESEL;AUTOMATIQUE;STANDARD;8990;248000;-0.01;5;C
BMW;SERIE 5;2009;177;DIESEL;AUTOMATIQUE;STANDARD;7750;272300;-0.01;10;C
BMW;SERIE 5;2010;184;DIESEL;AUTOMATIQUE;STANDARD;12900;198500;-0.02;3;C
BMW;SERIE 5;2010;245;DIESEL;AUTOMATIQUE;GT;15750;187670;-0.02;4;C
BMW;SERIE 5;2010;245;DIESEL;AUTOMATIQUE;STANDARD;12000;247947;-0.02;22;B
BMW;SERIE 5;2010;245;DIESEL;MANUELLE;STANDARD;9445;212875;-0.02;4;C
BMW;SERIE 5;2010;306;ESSENCE;AUTOMATIQUE;STANDARD;16000;210739;-0.00548;5;C
BMW;SERIE 5;2010;306;ESSENCE;MANUELLE;STANDARD;35490;66818;-0.02;3;C
BMW;SERIE 5;2011;184;DIESEL;AUTOMATIQUE;STANDARD;12240;158917;-0.05;4;C
BMW;SERIE 5;2011;245;DIESEL;AUTOMATIQUE;STANDARD;15439;200685;-0.05;4;C
BMW;SERIE 5;2011;258;DIESEL;AUTOMATIQUE;GT;11300;234666;-0.05;3;C
BMW;SERIE 5;2011;258;DIESEL;AUTOMATIQUE;M SPORT;15550;186403;-0.01831;5;C
BMW;SERIE 5;2011;258;DIESEL;AUTOMATIQUE;STANDARD;13490;209261;-0.05;29;B
BMW;SERIE 5;2011;306;ESSENCE;AUTOMATIQUE;STANDARD;15500;162375;-0.05;7;C
BMW;SERIE 5;2012;218;DIESEL;AUTOMATIQUE;M SPORT;20000;145617;-0.02242;7;C
BMW;SERIE 5;2012;218;DIESEL;AUTOMATIQUE;STANDARD;13000;206554;-0.02872;17;B
BMW;SERIE 5;2012;218;DIESEL;MANUELLE;STANDARD;10000;169500;-0.05;3;C
BMW;SERIE 5;2012;245;ESSENCE;AUTOMATIQUE;STANDARD;15495;163054;-0.05;4;C
BMW;SERIE 5;2012;258;DIESEL;AUTOMATIQUE;STANDARD;15990;190954;-0.05;3;C
BMW;SERIE 5;2013;218;DIESEL;AUTOMATIQUE;STANDARD;13000;174848;-0.05;3;C
BMW;SERIE 5;2013;245;ESSENCE;AUTOMATIQUE;STANDARD;16495;153707;-0.05;4;C
BMW;SERIE 5;2013;258;DIESEL;AUTOMATIQUE;GT;22790;184515;-0.05;3;C
BMW;SERIE 5;2013;258;DIESEL;AUTOMATIQUE;M SPORT;19990;212100;-0.05;3;C
BMW;SERIE 5;2013;258;DIESEL;AUTOMATIQUE;STANDARD;14900;203327;-0.02129;11;B
BMW;SERIE 5;2013;313;DIESEL;AUTOMATIQUE;M SPORT;22499;164469;-0.05;3;C
BMW;SERIE 5;2013;381;DIESEL;AUTOMATIQUE;STANDARD;22990;178416;-0.05;3;C
BMW;SERIE 5;2014;0;ESSENCE;AUTOMATIQUE;STANDARD;22695;150873;-0.05;4;C
BMW;SERIE 5;2014;184;DIESEL;AUTOMATIQUE;STANDARD;16490;157278;-0.05;4;C
BMW;SERIE 5;2014;190;DIESEL;AUTOMATIQUE;STANDARD;14500;171036;-0.05;3;C
BMW;SERIE 5;2014;258;DIESEL;AUTOMATIQUE;M SPORT;17240;195698;-0.0472;6;C
BMW;SERIE 5;2014;258;DIESEL;AUTOMATIQUE;STANDARD;18000;190355;-0.05;10;C
BMW;SERIE 5;2015;150;DIESEL;AUTOMATIQUE;STANDARD;15000;195326;-0.05;3;C
BMW;SERIE 5;2015;258;DIESEL;AUTOMATIQUE;M SPORT;21990;164400;-0.05;3;C
BMW;SERIE 5;2015;258;DIESEL;AUTOMATIQUE;STANDARD;17495;163134;-0.05;10;C
BMW;SERIE 5;2015;381;DIESEL;AUTOMATIQUE;STANDARD;23945;180379;-0.05;4;C
BMW;SERIE 5;2016;190;DIESEL;AUTOMATIQUE;LOUNGE;15990;175611;-0.05;3;C
BMW;SERIE 5;2016;190;DIESEL;AUTOMATIQUE;M SPORT;20340;139379;-0.05;4;C
BMW;SERIE 5;2016;190;DIESEL;AUTOMATIQUE;STANDARD;17245;191765;-0.02336;8;C
BMW;SERIE 5;2016;258;DIESEL;AUTOMATIQUE;M SPORT;22990;148008;-0.05;3;C
BMW;SERIE 5;2017;190;DIESEL;AUTOMATIQUE;M SPORT;25245;150857;-0.08;12;B
BMW;SERIE 5;2017;190;DIESEL;AUTOMATIQUE;STANDARD;22249;146026;-0.07979;22;B
BMW;SERIE 5;2017;265;DIESEL;AUTOMATIQUE;M SPORT;28945;172488;-0.08;8;C
BMW;SERIE 5;2017;265;DIESEL;AUTOMATIQUE;STANDARD;24695;155904;-0.08;6;C
BMW;SERIE 5;2017;340;ESSENCE;AUTOMATIQUE;M SPORT;36990;110567;-0.02376;5;C
BMW;SERIE 5;2017;340;ESSENCE;AUTOMATIQUE;STANDARD;35994;90071;-0.08;8;C
BMW;SERIE 5;2017;400;DIESEL;AUTOMATIQUE;STANDARD;33990;152246;-0.05;4;C
BMW;SERIE 5;2017;462;ESSENCE;AUTOMATIQUE;STANDARD;44990;98666;-0.05;3;C
BMW;SERIE 5;2018;190;DIESEL;AUTOMATIQUE;M SPORT;28975;127532;-0.08;10;C
BMW;SERIE 5;2018;190;DIESEL;AUTOMATIQUE;STANDARD;24945;124897;-0.07518;16;B
BMW;SERIE 5;2018;252;HYBRIDE;AUTOMATIQUE;M SPORT;26490;118933;-0.05857;6;C
BMW;SERIE 5;2018;265;DIESEL;AUTOMATIQUE;M SPORT;27995;168075;-0.05;4;C
BMW;SERIE 5;2018;265;DIESEL;AUTOMATIQUE;STANDARD;22990;192988;-0.08;5;C
BMW;SERIE 5;2018;320;DIESEL;AUTOMATIQUE;M SPORT;29990;151171;-0.05;3;C
BMW;SERIE 5;2019;190;DIESEL;AUTOMATIQUE;M SPORT;29480;135481;-0.03619;11;B
BMW;SERIE 5;2019;190;DIESEL;AUTOMATIQUE;STANDARD;25000;134323;-0.05053;11;B
BMW;SERIE 5;2019;252;HYBRIDE;AUTOMATIQUE;M SPORT;28945;95036;-0.05;4;C
BMW;SERIE 5;2020;190;DIESEL;AUTOMATIQUE;LOUNGE;26990;111641;-0.05;3;C
BMW;SERIE 5;2020;190;DIESEL;AUTOMATIQUE;M SPORT;34990;81825;-0.0212;7;C
BMW;SERIE 5;2020;190;DIESEL;AUTOMATIQUE;STANDARD;26900;108326;-0.08;5;C
BMW;SERIE 5;2021;190;DIESEL;AUTOMATIQUE;M SPORT;38240;97549;-0.11394;8;C
BMW;SERIE 5;2021;190;DIESEL;AUTOMATIQUE;STANDARD;34990;93447;-0.05;3;C
BMW;SERIE 5;2021;292;HYBRIDE;AUTOMATIQUE;M SPORT;40994;66106;-0.05;4;C
BMW;SERIE 5;2021;292;HYBRIDE;AUTOMATIQUE;STANDARD;34992;64327;-0.06808;8;C
BMW;SERIE 5;2022;190;DIESEL;AUTOMATIQUE;M SPORT;37990;79571;-0.05;4;C
BMW;SERIE 5;2022;190;DIESEL;AUTOMATIQUE;STANDARD;35000;93861;-0.005;5;C
BMW;SERIE 5;2022;292;HYBRIDE;AUTOMATIQUE;M SPORT;41480;66990;-0.05;3;C
BMW;SERIE 5;2022;292;HYBRIDE;AUTOMATIQUE;STANDARD;37975;58099;-0.15;10;C
BMW;SERIE 5;2022;340;DIESEL;AUTOMATIQUE;M SPORT;54900;65932;-0.15;5;C
BMW;SERIE 5;2023;190;DIESEL;AUTOMATIQUE;M SPORT;46950;64268;-0.15;5;C
BMW;SERIE 5;2023;292;HYBRIDE;AUTOMATIQUE;M SPORT;49990;58344;-0.15;5;C
BMW;SERIE 5;2023;340;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;55990;20956;-0.05;3;C
BMW;SERIE 5;2023;601;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;66999;23548;-0.05;4;C
BMW;SERIE 5;2024;197;DIESEL;AUTOMATIQUE;M SPORT;56999;21520;-0.075;7;C
BMW;SERIE 5;2024;197;HYBRIDE;AUTOMATIQUE;M SPORT;54990;23500;-0.05;3;C
BMW;SERIE 5;2024;299;HYBRIDE;AUTOMATIQUE;M SPORT;67945;32086;-0.15;8;C
BMW;SERIE 5;2024;299;HYBRIDE;AUTOMATIQUE;STANDARD;101250;24275;-0.05;4;C
BMW;SERIE 5;2024;340;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;61999;14177;-0.05;3;C
BMW;SERIE 5;2024;489;HYBRIDE;AUTOMATIQUE;M SPORT;83990;12863;-0.05;3;C
BMW;SERIE 5;2024;601;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;70990;14620;-0.05;3;C
BMW;SERIE 5;2024;601;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;77999;14345;-0.15;13;B
BMW;SERIE 5;2025;197;DIESEL;AUTOMATIQUE;M SPORT;68990;12718;-0.05;4;C
BMW;SERIE 5;2025;299;HYBRIDE;AUTOMATIQUE;M SPORT;65799;15133;-0.12758;7;C
BMW;SERIE 5;2025;340;ÉLECTRIQUE;AUTOMATIQUE;M SPORT;64900;9547;-0.15;15;B
