Marque;Modele;Annee;Km_Tranche;Energie;Boite;Cote_Moyenne;Cote_Mediane;Prix_Min;Prix_Max;Nb_Annonces;Fiabilité
CITROEN;DS3;2013;180000 - 195000;Essence;Manuelle;4990;4990.0;4990;4990;1;Très Faible (1)
CITROEN;DS3;2014;165000 - 180000;Diesel;Manuelle;7140;7140.0;6700;7590;2;Faible (2-5)
CITROEN;DS3;2014;90000 - 105000;Essence;Manuelle;6490;6490.0;6490;6490;1;Très Faible (1)
CITROEN;DS3 CABRIO;2012;60000 - 75000;Essence;Auto;7980;7980.0;7980;7980;1;Très Faible (1)
CITROEN;DS3 CABRIO;2013;135000 - 150000;Essence;Manuelle;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;DS3 CABRIO PHASE 2;2012;150000 - 165000;Essence;Auto;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;DS3 CABRIO PHASE 2;2013;120000 - 135000;Diesel;Manuelle;8700;8700.0;8700;8700;1;Très Faible (1)
CITROEN;DS3 CABRIO PHASE 2;2013;165000 - 180000;Essence;Manuelle;6300;6300.0;6300;6300;1;Très Faible (1)
CITROEN;DS3 CABRIO PHASE 2;2014;120000 - 135000;Diesel;Auto;7740;7740.0;7738;7738;1;Très Faible (1)
CITROEN;DS3 PHASE 2;2012;75000 - 90000;Essence;Auto;9990;9990.0;9990;9990;1;Très Faible (1)
CITROEN;DS3 PHASE 2;2013;180000 - 195000;Diesel;Manuelle;6300;6300.0;6300;6300;1;Très Faible (1)
CITROEN;DS3 PHASE 2;2014;120000 - 135000;Essence;Manuelle;5490;5490.0;5490;5490;1;Très Faible (1)
CITROEN;DS3 PHASE 2;2014;150000 - 165000;Diesel;Manuelle;6900;6900.0;6900;6900;1;Très Faible (1)
CITROEN;DS3 PHASE 2;2014;180000 - 195000;Diesel;Manuelle;5700;5700.0;5700;5700;1;Très Faible (1)
CITROEN;DS3 PHASE 2;2014;90000 - 105000;Diesel;Manuelle;8600;8600.0;8600;8600;1;Très Faible (1)
CITROEN;DS3 RACING;2012;135000 - 150000;Essence;Manuelle;8990;8990.0;8990;8990;1;Très Faible (1)
CITROEN;DS4;2011;120000 - 135000;Diesel;Manuelle;8990;8990.0;8990;8990;1;Très Faible (1)
CITROEN;DS4;2011;120000 - 135000;Essence;Manuelle;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;DS4;2011;150000 - 165000;Diesel;Manuelle;5990;5990.0;5990;5990;1;Très Faible (1)
CITROEN;DS4;2011;150000 - 165000;Essence;Manuelle;8990;8990.0;8990;8990;1;Très Faible (1)
CITROEN;DS4;2011;165000 - 180000;Diesel;Manuelle;6490;6490.0;6490;6490;1;Très Faible (1)
CITROEN;DS4;2011;180000 - 195000;Diesel;Manuelle;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;DS4;2011;195000 - 210000;Diesel;Auto;7000;7000.0;7000;7000;1;Très Faible (1)
CITROEN;DS4;2012;135000 - 150000;Diesel;Auto;8470;8470.0;8470;8470;1;Très Faible (1)
CITROEN;DS4;2012;135000 - 150000;Diesel;Manuelle;7990;7990.0;7990;7990;1;Très Faible (1)
CITROEN;DS4;2012;165000 - 180000;Diesel;Manuelle;7230;7200.0;6990;7490;3;Faible (2-5)
CITROEN;DS4;2012;180000 - 195000;Diesel;Auto;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;DS4;2012;195000 - 210000;Diesel;Auto;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;DS4;2012;195000 - 210000;Diesel;Manuelle;6480;6480.0;6480;6480;1;Très Faible (1)
CITROEN;DS4;2012;210000 - 225000;Diesel;Auto;6490;6490.0;6490;6490;1;Très Faible (1)
CITROEN;DS4;2013;300000 - 315000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;DS4;2014;120000 - 135000;Essence;Manuelle;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;DS4;2014;135000 - 150000;Diesel;Auto;7980;7980.0;7980;7980;1;Très Faible (1)
CITROEN;DS4;2014;135000 - 150000;Essence;Auto;7000;7000.0;7000;7000;1;Très Faible (1)
CITROEN;DS4;2014;180000 - 195000;Diesel;Manuelle;7690;7690.0;7690;7690;1;Très Faible (1)
CITROEN;DS4;2014;75000 - 90000;Essence;Manuelle;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;DS4;2015;165000 - 180000;Diesel;Manuelle;8490;8490.0;8490;8490;1;Très Faible (1)
CITROEN;DS5;2012;120000 - 135000;Essence;Manuelle;10990;10990.0;10990;10990;1;Très Faible (1)
CITROEN;DS5;2012;150000 - 165000;Diesel;Auto;10500;10500.0;10500;10500;1;Très Faible (1)
CITROEN;DS5;2012;165000 - 180000;Diesel;Auto;8900;8900.0;8900;8900;1;Très Faible (1)
CITROEN;DS5;2012;180000 - 195000;Diesel;Manuelle;7490;7490.0;7490;7490;1;Très Faible (1)
CITROEN;DS5;2013;120000 - 135000;Hybrides;Auto;13200;13200.0;13200;13200;1;Très Faible (1)
CITROEN;DS5;2013;195000 - 210000;Diesel;Auto;7800;7800.0;7800;7800;1;Très Faible (1)
CITROEN;DS5;2013;240000 - 255000;Hybrides;Auto;6490;6490.0;6490;6490;1;Très Faible (1)
CITROEN;DS5;2014;150000 - 165000;Diesel;Auto;7900;7900.0;7900;7900;1;Très Faible (1)
CITROEN;DS5;2014;180000 - 195000;Diesel;Auto;9450;9450.0;9450;9450;1;Très Faible (1)
CITROEN;DS5;2014;75000 - 90000;Hybrides;Auto;13990;13990.0;13990;13990;1;Très Faible (1)
CITROEN;E-BERLINGO III MULTISPACE;2019;15000 - 30000;Électrique;Auto;11990;11990.0;11990;11990;1;Très Faible (1)
CITROEN;E-C4 (3E GENERATION) X;2025;0 - 15000;Électrique;Auto;45690;45690.0;45690;45690;1;Très Faible (1)
CITROEN;E-C4 III;2020;30000 - 45000;Électrique;Auto;16990;16990.0;16990;16990;1;Très Faible (1)
CITROEN;E-C4 III;2021;30000 - 45000;Électrique;Auto;17990;17990.0;17990;17990;1;Très Faible (1)
CITROEN;E-C4 III;2021;45000 - 60000;Électrique;Auto;13000;13000.0;12999;12999;1;Très Faible (1)
CITROEN;E-C4 III;2022;60000 - 75000;Électrique;Auto;14990;14990.0;14990;14990;1;Très Faible (1)
CITROEN;E-C4 III;2024;0 - 15000;Électrique;Auto;22130;22130.0;22132;22132;1;Très Faible (1)
CITROEN;E-MEHARI;2016;60000 - 75000;Électrique;Auto;8000;8000.0;8000;8000;1;Très Faible (1)
CITROEN;E-MEHARI;2018;15000 - 30000;Électrique;Auto;5990;5990.0;5990;5990;1;Très Faible (1)
CITROEN;EVASION;1997;180000 - 195000;Essence;Manuelle;2000;2000.0;2000;2000;1;Très Faible (1)
CITROEN;EVASION;2001;165000 - 180000;Essence;Manuelle;500;500.0;500;500;1;Très Faible (1)
CITROEN;EVASION;2001;300000 - 315000;Diesel;Manuelle;1300;1300.0;1300;1300;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO;2007;285000 - 300000;Essence;Auto;2000;2000.0;2000;2000;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO;2010;195000 - 210000;Diesel;Manuelle;4490;4490.0;4490;4490;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II;2013;165000 - 180000;Diesel;Manuelle;8490;8490.0;8490;8490;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II;2013;225000 - 240000;Diesel;Manuelle;7480;7480.0;7480;7480;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II;2014;120000 - 135000;Diesel;Auto;11590;11590.0;11590;11590;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II;2014;120000 - 135000;Diesel;Manuelle;11490;11490.0;11490;11490;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II;2014;180000 - 195000;Diesel;Manuelle;9500;9500.0;9500;9500;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II;2015;120000 - 135000;Diesel;Auto;10480;10480.0;10480;10480;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II;2015;210000 - 225000;Diesel;Manuelle;5740;5740.0;4990;6490;2;Faible (2-5)
CITROEN;GRAND C4 PICASSO II;2015;90000 - 105000;Diesel;Auto;11900;11900.0;11900;11900;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II;2016;165000 - 180000;Diesel;Auto;8990;8990.0;8990;8990;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II;2016;165000 - 180000;Essence;Auto;10500;10500.0;10500;10500;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II;2016;75000 - 90000;Essence;Auto;13970;13970.0;13970;13970;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2016;120000 - 135000;Diesel;Auto;12900;12900.0;12900;12900;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2017;135000 - 150000;Essence;Manuelle;7990;7990.0;7990;7990;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2017;180000 - 195000;Diesel;Manuelle;7990;7990.0;7990;7990;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2017;195000 - 210000;Diesel;Auto;10990;10990.0;10990;10990;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2017;75000 - 90000;Essence;Auto;13900;13900.0;13900;13900;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2018;105000 - 120000;Diesel;Auto;13490;13490.0;13490;13490;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2018;105000 - 120000;Essence;Manuelle;10490;10490.0;10490;10490;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2018;120000 - 135000;Essence;Auto;10490;10490.0;10490;10490;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2018;150000 - 165000;Diesel;Auto;10990;10990.0;10990;10990;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2018;165000 - 180000;Diesel;Auto;9500;9500.0;9500;9500;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO II PHASE 2;2018;165000 - 180000;Diesel;Manuelle;9490;9490.0;9490;9490;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2009;180000 - 195000;Diesel;Manuelle;3900;3900.0;3900;3900;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2010;150000 - 165000;Essence;Auto;5990;5990.0;5990;5990;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2011;135000 - 150000;Diesel;Manuelle;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2011;225000 - 240000;Diesel;Manuelle;4200;4200.0;4200;4200;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2011;240000 - 255000;Diesel;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2012;150000 - 165000;Diesel;Auto;5000;5000.0;4999;4999;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2012;195000 - 210000;Diesel;Auto;5390;5390.0;5390;5390;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2012;210000 - 225000;Diesel;Manuelle;5300;5300.0;5300;5300;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2013;150000 - 165000;Diesel;Manuelle;3500;3500.0;3500;3500;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2013;210000 - 225000;Diesel;Auto;8000;8000.0;7999;7999;1;Très Faible (1)
CITROEN;GRAND C4 PICASSO PHASE 2;2013;270000 - 285000;Diesel;Auto;4900;4900.0;4900;4900;1;Très Faible (1)
CITROEN;GRAND C4 SPACETOURER;2018;120000 - 135000;Diesel;Manuelle;12490;12490.0;12490;12490;1;Très Faible (1)
CITROEN;GRAND C4 SPACETOURER;2018;195000 - 210000;Diesel;Manuelle;8980;8980.0;8980;8980;1;Très Faible (1)
CITROEN;GRAND C4 SPACETOURER;2018;90000 - 105000;Diesel;Auto;14970;14970.0;14970;14970;1;Très Faible (1)
CITROEN;GRAND C4 SPACETOURER;2019;75000 - 90000;Essence;Manuelle;12900;12900.0;12900;12900;1;Très Faible (1)
CITROEN;GRAND C4 SPACETOURER;2019;90000 - 105000;Diesel;Manuelle;15990;15990.0;15990;15990;1;Très Faible (1)
CITROEN;GRAND C4 SPACETOURER;2020;90000 - 105000;Diesel;Manuelle;14900;14900.0;14900;14900;1;Très Faible (1)
CITROEN;GRAND C4 SPACETOURER;2022;90000 - 105000;Diesel;Auto;16900;16900.0;16900;16900;1;Très Faible (1)
CITROEN;GRAND C4 SPACETOURER;2022;90000 - 105000;Diesel;Manuelle;11990;11990.0;11990;11990;1;Très Faible (1)
CITROEN;JUMPER;1998;90000 - 105000;Diesel;Manuelle;3895;3895.0;3890;3900;2;Très Faible (1)
CITROEN;JUMPER;2001;210000 - 225000;Diesel;Manuelle;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;JUMPER;2007;75000 - 90000;Diesel;Manuelle;29990;29990.0;29990;29990;1;Très Faible (1)
CITROEN;JUMPER 8;2001;225000 - 240000;Diesel;Manuelle;3600;3600.0;3600;3600;1;Très Faible (1)
CITROEN;JUMPER 9;1999;135000 - 150000;Diesel;Manuelle;4950;4950.0;4950;4950;1;Très Faible (1)
CITROEN;JUMPER 9;1999;180000 - 195000;Diesel;Manuelle;6500;6500.0;6500;6500;1;Très Faible (1)
CITROEN;JUMPER 9;2000;135000 - 150000;Diesel;Manuelle;7000;7000.0;7000;7000;1;Très Faible (1)
CITROEN;JUMPER 9;2001;195000 - 210000;Diesel;Manuelle;5000;5000.0;5000;5000;1;Très Faible (1)
CITROEN;JUMPER II;2008;30000 - 45000;Diesel;Manuelle;19990;19990.0;19990;19990;1;Très Faible (1)
CITROEN;JUMPER II;2010;120000 - 135000;Diesel;Manuelle;8000;8000.0;8000;8000;1;Très Faible (1)
CITROEN;JUMPER II;2011;390000 - 405000;Diesel;Manuelle;4500;4500.0;4500;4500;1;Très Faible (1)
CITROEN;JUMPER II;2014;165000 - 180000;Diesel;Manuelle;9490;9490.0;9490;9490;1;Très Faible (1)
CITROEN;JUMPER II;2015;210000 - 225000;Diesel;Manuelle;7980;7980.0;7980;7980;1;Très Faible (1)
CITROEN;JUMPER II;2016;30000 - 45000;Diesel;Manuelle;19990;19990.0;19990;19990;1;Très Faible (1)
CITROEN;JUMPER II PHASE 2;2017;105000 - 120000;Diesel;Manuelle;13990;13990.0;13990;13990;1;Très Faible (1)
CITROEN;JUMPER II PHASE 2;2017;120000 - 135000;Diesel;Manuelle;12000;12000.0;12000;12000;1;Très Faible (1)
CITROEN;JUMPER II PHASE 2;2017;135000 - 150000;Diesel;Manuelle;10500;10500.0;10500;10500;1;Très Faible (1)
CITROEN;JUMPER II PHASE 2;2017;90000 - 105000;Diesel;Manuelle;14900;14900.0;14900;14900;1;Très Faible (1)
CITROEN;JUMPER II PHASE 2;2018;45000 - 60000;Diesel;Manuelle;27080;27080.0;20490;33678;2;Faible (2-5)
CITROEN;JUMPER II PHASE 2;2018;90000 - 105000;Diesel;Manuelle;14990;14990.0;14990;14990;1;Très Faible (1)
CITROEN;JUMPY;1997;120000 - 135000;Diesel;Manuelle;4500;4500.0;4500;4500;1;Très Faible (1)
CITROEN;JUMPY;2001;120000 - 135000;Diesel;Manuelle;5500;5500.0;5500;5500;1;Très Faible (1)
CITROEN;JUMPY 9;2001;150000 - 165000;Essence;Manuelle;5500;5500.0;5500;5500;1;Très Faible (1)
CITROEN;JUMPY COMBI;2009;195000 - 210000;Diesel;Manuelle;11890;11890.0;11890;11890;1;Très Faible (1)
CITROEN;JUMPY II;2004;210000 - 225000;Diesel;Manuelle;5390;5390.0;5390;5390;1;Très Faible (1)
CITROEN;JUMPY II;2007;150000 - 165000;Diesel;Manuelle;8490;8490.0;8490;8490;1;Très Faible (1)
CITROEN;JUMPY II;2008;150000 - 165000;Diesel;Manuelle;6550;6550.0;6550;6550;1;Très Faible (1)
CITROEN;JUMPY II;2010;150000 - 165000;Diesel;Manuelle;9000;9000.0;9000;9000;1;Très Faible (1)
CITROEN;JUMPY II;2010;210000 - 225000;Diesel;Manuelle;6500;6500.0;6500;6500;1;Très Faible (1)
CITROEN;JUMPY II;2014;120000 - 135000;Diesel;Manuelle;12990;12990.0;12990;12990;1;Très Faible (1)
CITROEN;JUMPY II;2016;165000 - 180000;Diesel;Manuelle;8490;8490.0;8490;8490;1;Très Faible (1)
CITROEN;JUMPY II MINIBUS;2010;105000 - 120000;Diesel;Manuelle;12890;12890.0;12890;12890;1;Très Faible (1)
CITROEN;JUMPY II PHASE 2;2012;180000 - 195000;Diesel;Manuelle;6900;6900.0;6900;6900;1;Très Faible (1)
CITROEN;JUMPY II PHASE 2;2013;150000 - 165000;Diesel;Manuelle;9500;9500.0;9500;9500;1;Très Faible (1)
CITROEN;JUMPY II PHASE 2;2016;165000 - 180000;Diesel;Manuelle;8900;8900.0;8900;8900;1;Très Faible (1)
CITROEN;JUMPY II PHASE 2;2016;45000 - 60000;Diesel;Manuelle;11700;11700.0;11700;11700;1;Très Faible (1)
CITROEN;JUMPY II PHASE 2;2017;150000 - 165000;Diesel;Manuelle;13800;13800.0;13800;13800;1;Très Faible (1)
CITROEN;JUMPY II PHASE 2;2017;180000 - 195000;Diesel;Manuelle;11990;11990.0;11990;11990;1;Très Faible (1)
CITROEN;JUMPY II PHASE 2;2017;195000 - 210000;Diesel;Manuelle;10500;10500.0;9500;11500;2;Faible (2-5)
CITROEN;JUMPY II PHASE 2;2018;165000 - 180000;Diesel;Manuelle;11880;11880.0;11880;11880;1;Très Faible (1)
CITROEN;JUMPY III;2017;75000 - 90000;Diesel;Manuelle;24990;24990.0;24990;24990;1;Très Faible (1)
CITROEN;JUMPY III;2018;135000 - 150000;Diesel;Manuelle;15000;15000.0;15000;15000;1;Très Faible (1)
CITROEN;JUMPY III FOURGON;2017;120000 - 135000;Diesel;Auto;23900;23900.0;23900;23900;1;Très Faible (1)
CITROEN;JUMPY III FOURGON;2017;90000 - 105000;Diesel;Manuelle;16000;16000.0;14000;17990;2;Faible (2-5)
CITROEN;JUMPY III FOURGON;2018;105000 - 120000;Diesel;Auto;16660;16660.0;16660;16660;1;Très Faible (1)
CITROEN;JUMPY III FOURGON;2018;120000 - 135000;Diesel;Auto;14000;14000.0;13999;13999;1;Très Faible (1)
CITROEN;JUMPY III FOURGON;2018;135000 - 150000;Diesel;Manuelle;14500;14500.0;14500;14500;1;Très Faible (1)
CITROEN;JUMPY III FOURGON;2018;150000 - 165000;Diesel;Manuelle;17000;17000.0;17000;17000;1;Très Faible (1)
CITROEN;JUMPY III FOURGON;2018;195000 - 210000;Diesel;Manuelle;12900;12900.0;12900;12900;1;Très Faible (1)
CITROEN;JUMPY III FOURGON;2018;30000 - 45000;Diesel;Manuelle;17290;17290.0;16990;17599;2;Faible (2-5)
CITROEN;JUMPY III FOURGON;2018;90000 - 105000;Diesel;Manuelle;14900;14900.0;14900;14900;1;Très Faible (1)
CITROEN;JUMPY III FOURGON;2020;30000 - 45000;Diesel;Manuelle;19990;19990.0;19990;19990;1;Très Faible (1)
CITROEN;JUMPY III FOURGON;2020;90000 - 105000;Diesel;Manuelle;17990;17990.0;17990;17990;1;Très Faible (1)
CITROEN;JUMPY III FOURGON;2025;0 - 15000;Diesel;Auto;31160;31160.0;31121;31198;2;Faible (2-5)
CITROEN;JUMPY III FOURGON PHASE 2;2025;0 - 15000;Diesel;Manuelle;38400;38400.0;38400;38400;1;Très Faible (1)
CITROEN;NEMO;2008;150000 - 165000;Diesel;Manuelle;5500;5500.0;5500;5500;1;Très Faible (1)
CITROEN;NEMO;2011;135000 - 150000;Diesel;Manuelle;5700;5700.0;5700;5700;1;Très Faible (1)
CITROEN;NEMO;2012;105000 - 120000;Diesel;Manuelle;6500;6500.0;6500;6500;1;Très Faible (1)
CITROEN;NEMO;2014;105000 - 120000;Diesel;Manuelle;6500;6500.0;6500;6500;1;Très Faible (1)
CITROEN;NEMO;2015;135000 - 150000;Diesel;Manuelle;5800;5800.0;5800;5800;1;Très Faible (1)
CITROEN;NEMO;2015;45000 - 60000;Diesel;Manuelle;6990;6990.0;6990;6990;1;Très Faible (1)
CITROEN;NEMO COMBI;2009;135000 - 150000;Diesel;Manuelle;5900;5900.0;5900;5900;1;Très Faible (1)
CITROEN;NEMO COMBI;2009;195000 - 210000;Diesel;Manuelle;5490;5490.0;5490;5490;1;Très Faible (1)
CITROEN;NEMO COMBI;2009;225000 - 240000;Diesel;Manuelle;3250;3250.0;3250;3250;1;Très Faible (1)
CITROEN;NEMO COMBI;2010;165000 - 180000;Diesel;Manuelle;3990;3990.0;3990;3990;1;Très Faible (1)
CITROEN;NEMO COMBI;2012;135000 - 150000;Diesel;Manuelle;6280;6280.0;6280;6280;1;Très Faible (1)
CITROEN;NEMO COMBI;2013;135000 - 150000;Diesel;Manuelle;5990;5990.0;5990;5990;1;Très Faible (1)
CITROEN;PICASSO;2001;165000 - 180000;Essence;Manuelle;3500;3500.0;3499;3499;1;Très Faible (1)
CITROEN;PICASSO;2002;180000 - 195000;Diesel;Manuelle;1900;1900.0;1900;1900;1;Très Faible (1)
CITROEN;PICASSO;2002;180000 - 195000;Essence;Manuelle;2990;2990.0;2990;2990;1;Très Faible (1)
CITROEN;SAXO;1997;0 - 15000;Essence;Automatique;2990;2990.0;2990;2990;1;Très Faible (1)
CITROEN;SAXO;1997;105000 - 120000;Essence;Manuelle;2425;2425.0;1600;3000;4;Faible (2-5)
CITROEN;SAXO;1997;120000 - 135000;Essence;Manuelle;2345;2345.0;2200;2490;2;Très Faible (1)
CITROEN;SAXO;1997;135000 - 150000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;SAXO;1997;135000 - 150000;Essence;Manuelle;1550;1550.0;1000;2100;2;Faible (2-5)
CITROEN;SAXO;1997;150000 - 165000;Essence;Automatique;2300;2300.0;2299;2299;1;Très Faible (1)
CITROEN;SAXO;1997;150000 - 165000;Essence;Manuelle;1300;1300.0;900;1700;2;Très Faible (1)
CITROEN;SAXO;1997;165000 - 180000;Essence;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;SAXO;1997;180000 - 195000;Essence;Manuelle;3000;3000.0;3000;3000;1;Très Faible (1)
CITROEN;SAXO;1997;195000 - 210000;Essence;Manuelle;1867;1800.0;1600;2000;3;Faible (2-5)
CITROEN;SAXO;1997;210000 - 225000;Essence;Automatique;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;SAXO;1997;270000 - 285000;Essence;Manuelle;1400;1400.0;1000;1800;2;Faible (2-5)
CITROEN;SAXO;1997;285000 - 300000;Diesel;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;SAXO;1997;75000 - 90000;Essence;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
CITROEN;SAXO;1997;90000 - 105000;Essence;Manuelle;2300;2300.0;1800;2800;2;Très Faible (1)
CITROEN;SAXO;1998;105000 - 120000;Essence;Automatique;800;800.0;800;800;1;Très Faible (1)
CITROEN;SAXO;1998;105000 - 120000;Essence;Manuelle;1700;1700.0;650;2750;2;Faible (2-5)
CITROEN;SAXO;1998;120000 - 135000;Essence;Manuelle;2050;2000.0;1650;2500;3;Faible (2-5)
CITROEN;SAXO;1998;135000 - 150000;Diesel;Manuelle;2150;2150.0;1300;3000;2;Faible (2-5)
CITROEN;SAXO;1998;135000 - 150000;Essence;Manuelle;1900;1900.0;1900;1900;1;Très Faible (1)
CITROEN;SAXO;1998;150000 - 165000;Essence;Manuelle;1850;1900.0;1400;2200;4;Faible (2-5)
CITROEN;SAXO;1998;165000 - 180000;Essence;Manuelle;1880;1700.0;700;3100;6;Bonne (5-20)
CITROEN;SAXO;1998;180000 - 195000;Diesel;Manuelle;2000;2000.0;2000;2000;1;Très Faible (1)
CITROEN;SAXO;1998;180000 - 195000;Essence;Manuelle;2067;1925.0;1500;2500;3;Faible (2-5)
CITROEN;SAXO;1998;195000 - 210000;Essence;Manuelle;1075;1075.0;650;1500;2;Très Faible (1)
CITROEN;SAXO;1998;210000 - 225000;Essence;Manuelle;1570;1900.0;800;2000;3;Faible (2-5)
CITROEN;SAXO;1998;225000 - 240000;Diesel;Manuelle;2100;2100.0;1700;2500;2;Faible (2-5)
CITROEN;SAXO;1998;225000 - 240000;Essence;Manuelle;700;700.0;700;700;1;Très Faible (1)
CITROEN;SAXO;1998;240000 - 255000;Essence;Manuelle;1700;1700.0;1700;1700;1;Très Faible (1)
CITROEN;SAXO;1998;270000 - 285000;Diesel;Manuelle;700;700.0;700;700;1;Très Faible (1)
CITROEN;SAXO;1998;285000 - 300000;Essence;Manuelle;850;850.0;850;850;1;Très Faible (1)
CITROEN;SAXO;1998;300000 - 315000;Diesel;Manuelle;2000;2000.0;1999;1999;1;Très Faible (1)
CITROEN;SAXO;1998;45000 - 60000;Essence;Manuelle;2600;2600.0;2600;2600;1;Très Faible (1)
CITROEN;SAXO;1998;60000 - 75000;Essence;Manuelle;2400;2400.0;2000;2800;2;Faible (2-5)
CITROEN;SAXO;1998;75000 - 90000;Essence;Manuelle;1720;1940.0;1000;2600;3;Faible (2-5)
CITROEN;SAXO;1998;90000 - 105000;Essence;Manuelle;1950;1950.0;1700;2200;2;Faible (2-5)
CITROEN;SAXO;1999;0 - 15000;Essence;Manuelle;2300;2300.0;2300;2300;1;Très Faible (1)
CITROEN;SAXO;1999;105000 - 120000;Essence;Manuelle;2050;2050.0;1900;2200;2;Faible (2-5)
CITROEN;SAXO;1999;120000 - 135000;Essence;Manuelle;1770;1600.0;1500;2200;3;Faible (2-5)
CITROEN;SAXO;1999;135000 - 150000;Essence;Manuelle;1800;1840.0;1500;2000;4;Faible (2-5)
CITROEN;SAXO;1999;150000 - 165000;Essence;Manuelle;1600;1600.0;900;2300;4;Faible (2-5)
CITROEN;SAXO;1999;165000 - 180000;Essence;Manuelle;2400;2400.0;1800;3000;2;Faible (2-5)
CITROEN;SAXO;1999;180000 - 195000;Diesel;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;SAXO;1999;180000 - 195000;Essence;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;SAXO;1999;195000 - 210000;Diesel;Manuelle;2090;2090.0;2090;2090;1;Très Faible (1)
CITROEN;SAXO;1999;195000 - 210000;Essence;Manuelle;1750;1750.0;1500;1999;2;Faible (2-5)
CITROEN;SAXO;1999;210000 - 225000;Essence;Manuelle;800;800.0;800;800;1;Très Faible (1)
CITROEN;SAXO;1999;300000 - 315000;Diesel;Manuelle;1100;1100.0;1100;1100;1;Très Faible (1)
CITROEN;SAXO;1999;315000 - 330000;Essence;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;SAXO;1999;60000 - 75000;Essence;Manuelle;3000;3000.0;3000;3000;1;Très Faible (1)
CITROEN;SAXO;1999;75000 - 90000;Essence;Manuelle;2850;2850.0;2700;3000;2;Faible (2-5)
CITROEN;SAXO;1999;90000 - 105000;Diesel;Manuelle;2100;2100.0;2100;2100;1;Très Faible (1)
CITROEN;SAXO;1999;90000 - 105000;Essence;Manuelle;1920;2350.0;1000;2400;3;Faible (2-5)
CITROEN;SAXO;2000;120000 - 135000;Diesel;Manuelle;2800;2800.0;2800;2800;1;Très Faible (1)
CITROEN;SAXO;2000;120000 - 135000;Essence;Manuelle;2050;2300.0;900;2950;3;Faible (2-5)
CITROEN;SAXO;2000;135000 - 150000;Essence;Manuelle;1500;1700.0;800;1990;3;Faible (2-5)
